district_name,state_name,lat,lon
Kochbihar,West Bengal,26.25051,89.30614
Kolkata,West Bengal,22.55058,88.35276
Maldah,West Bengal,25.08027,88.17192
Murshidabad,West Bengal,24.25927,88.16601
Nadia,West Bengal,23.56411,88.58293
North 24 Parganas,West Bengal,22.62871,88.81394
Puruliya,West Bengal,23.25419,86.39685
South 24 Parganas,West Bengal,22.01568,88.46249
Uttar Dinajpur,West Bengal,26.04568,88.23543
West Midnapore,West Bengal,22.3549,87.23101
